county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Jones,5-2,North Central Health District,0,30-34,2012,1747,0,0
Lamar,4,District 4 Health District,0,30-34,2012,977,0,0
Lanier,8-1,South Health District,0,30-34,2012,738,0,0
Lee,8-2,Southwest Health District,0,30-34,2012,1950,0,0
Lincoln,6,East Central Health District,0,30-34,2012,317,0,0
Long,9-1,Coastal Health District,0,30-34,2012,1268,0,0
Lumpkin,2,North Health District,0,30-34,2012,1665,0,0
McDuffie,6,East Central Health District,0,30-34,2012,1194,0,0
McIntosh,9-1,Coastal Health District,0,30-34,2012,661,0,0
Macon,7,West Central Health District,0,30-34,2012,972,0,0
Madison,10,Northeast Health District,0,30-34,2012,1695,0,0
Marion,7,West Central Health District,0,30-34,2012,421,0,0
Meriwether,4,District 4 Health District,0,30-34,2012,1246,0,0
Miller,8-2,Southwest Health District,0,30-34,2012,310,0,0
Mitchell,8-2,Southwest Health District,0,30-34,2012,1561,0,0
Monroe,5-2,North Central Health District,0,30-34,2012,1494,0,0
Montgomery,5-1,South Central Health District,0,30-34,2012,476,0,0
Morgan,10,Northeast Health District,0,30-34,2012,911,0,0
Oconee,10,Northeast Health District,0,30-34,2012,1722,0,0
Oglethorpe,10,Northeast Health District,0,30-34,2012,851,0,0
Peach,5-2,North Central Health District,0,30-34,2012,1596,0,0
Pickens,1-2,North Georgia Health District,0,30-34,2012,1594,0,0
Pierce,9-2,Southeast Health District,0,30-34,2012,1200,0,0
Pike,4,District 4 Health District,0,30-34,2012,954,0,0
Pulaski,5-1,South Central Health District,0,30-34,2012,729,0,0
Putnam,5-2,North Central Health District,0,30-34,2012,1170,0,0
Quitman,7,West Central Health District,0,30-34,2012,96,0,0
Rabun,2,North Health District,0,30-34,2012,738,0,0
Randolph,7,West Central Health District,0,30-34,2012,403,0,0
Schley,7,West Central Health District,0,30-34,2012,265,0,0
Screven,6,East Central Health District,0,30-34,2012,778,0,0
Seminole,8-2,Southwest Health District,0,30-34,2012,470,0,0
Stephens,2,North Health District,0,30-34,2012,1398,0,0
Stewart,7,West Central Health District,0,30-34,2012,590,0,0
Sumter,7,West Central Health District,0,30-34,2012,1912,0,0
Talbot,7,West Central Health District,0,30-34,2012,269,0,0
Taliaferro,6,East Central Health District,0,30-34,2012,60,0,0
Tattnall,9-2,Southeast Health District,0,30-34,2012,2038,0,0
Taylor,7,West Central Health District,0,30-34,2012,425,0,0
Telfair,5-1,South Central Health District,0,30-34,2012,1332,0,0
Terrell,8-2,Southwest Health District,0,30-34,2012,497,0,0
Toombs,9-2,Southeast Health District,0,30-34,2012,1735,0,0
Towns,2,North Health District,0,30-34,2012,365,0,0
Treutlen,5-1,South Central Health District,0,30-34,2012,511,0,0
Turner,8-1,South Health District,0,30-34,2012,525,0,0
Twiggs,5-2,North Central Health District,0,30-34,2012,418,0,0
Union,2,North Health District,0,30-34,2012,852,1,0.0011737089201877935
Upson,4,District 4 Health District,0,30-34,2012,1493,0,0
Warren,6,East Central Health District,0,30-34,2012,275,0,0
Washington,5-2,North Central Health District,0,30-34,2012,1318,0,0
Wayne,9-2,Southeast Health District,0,30-34,2012,2047,1,4.885197850512946e-4
Webster,7,West Central Health District,0,30-34,2012,141,0,0
Wheeler,5-1,South Central Health District,0,30-34,2012,680,0,0
White,2,North Health District,0,30-34,2012,1419,0,0
Wilcox,5-1,South Central Health District,0,30-34,2012,694,0,0
Wilkes,6,East Central Health District,0,30-34,2012,532,0,0
Wilkinson,5-2,North Central Health District,0,30-34,2012,560,0,0
Worth,8-2,Southwest Health District,0,30-34,2012,1150,0,0
Baldwin,5-2,North Central Health District,0,30-34,2012,2651,0,0
Barrow,10,Northeast Health District,0,30-34,2012,5538,0,0
Bartow,1-1,Northwest Georgia Health District,0,30-34,2012,6520,2,3.0674846625766873e-4
Bibb,5-2,North Central Health District,1,30-34,2012,10174,1,9.828975820719482e-5
Bulloch,9-2,Southeast Health District,0,30-34,2012,4201,0,0
Camden,9-1,Coastal Health District,0,30-34,2012,3451,0,0
Carroll,4,District 4 Health District,0,30-34,2012,7306,1,1.368738023542294e-4
Catoosa,1-1,Northwest Georgia Health District,0,30-34,2012,4011,0,0
Chatham,9-1,Coastal Health District,0,30-34,2012,20458,1,4.888063349301007e-5
Cherokee,1-2,North Georgia Health District,1,30-34,2012,14482,0,0
Clarke,10,Northeast Health District,1,30-34,2012,8789,0,0
Clayton,3-3,Clayton County Health District,1,30-34,2012,19883,3,1.5088266358195444e-4
Cobb,3-1,Cobb/Douglas Health District,1,30-34,2012,51946,3,5.7752281215107995e-5
Coffee,9-2,Southeast Health District,0,30-34,2012,2983,0,0
Colquitt,8-2,Southwest Health District,0,30-34,2012,3020,0,0
Columbia,6,East Central Health District,0,30-34,2012,8812,0,0
Coweta,4,District 4 Health District,0,30-34,2012,8618,2,2.3207240659085636e-4
DeKalb,3-5,DeKalb Health District,1,30-34,2012,60127,4,6.652585360985913e-5
Dougherty,8-2,Southwest Health District,1,30-34,2012,6145,0,0
Douglas,3-1,Cobb/Douglas Health District,0,30-34,2012,9129,0,0
Effingham,9-1,Coastal Health District,0,30-34,2012,3636,0,0
Fayette,4,District 4 Health District,0,30-34,2012,4282,0,0
Floyd,1-1,Northwest Georgia Health District,1,30-34,2012,5886,0,0
Forsyth,2,North Health District,0,30-34,2012,11289,0,0
Fulton,3-2,Fulton County Board of Health,1,30-34,2012,80092,9,1.123707736103481e-4
Glynn,9-1,Coastal Health District,1,30-34,2012,4979,0,0
Gordon,1-1,Northwest Georgia Health District,0,30-34,2012,3587,0,0
Gwinnett,3-4,East Metro Health District,1,30-34,2012,61502,3,4.877890149913824e-5
Habersham,2,North Health District,0,30-34,2012,2751,0,0
Hall,2,North Health District,1,30-34,2012,12266,0,0
Henry,4,District 4 Health District,0,30-34,2012,13016,0,0
Houston,5-2,North Central Health District,0,30-34,2012,10400,0,0
Jackson,10,Northeast Health District,0,30-34,2012,3989,2,5.01378791677112e-4
Laurens,5-1,South Central Health District,1,30-34,2012,2949,0,0
Liberty,9-1,Coastal Health District,0,30-34,2012,4888,0,0
Lowndes,8-1,South Health District,1,30-34,2012,7519,1,1.329964090969544e-4
Murray,1-2,North Georgia Health District,0,30-34,2012,2531,0,0
Muscogee,7,West Central Health District,1,30-34,2012,14684,2,1.3620266957232362e-4
Newton,3-4,East Metro Health District,0,30-34,2012,6619,2,3.0216044719746184e-4
Paulding,1-1,Northwest Georgia Health District,0,30-34,2012,10282,1,9.725734292939116e-5
Polk,1-1,Northwest Georgia Health District,0,30-34,2012,2591,0,0
Richmond,6,East Central Health District,1,30-34,2012,14294,0,0
Rockdale,3-4,East Metro Health District,0,30-34,2012,5010,1,1.996007984031936e-4
Spalding,4,District 4 Health District,0,30-34,2012,4259,0,0
Thomas,8-2,Southwest Health District,0,30-34,2012,2600,0,0
Tift,8-1,South Health District,0,30-34,2012,2761,0,0
Troup,4,District 4 Health District,1,30-34,2012,4282,1,2.3353573096683791e-4
Walker,1-1,Northwest Georgia Health District,0,30-34,2012,4286,2,4.666355576294914e-4
Walton,10,Northeast Health District,0,30-34,2012,5145,1,1.9436345966958212e-4
Ware,9-2,Southeast Health District,1,30-34,2012,2257,1,4.4306601683650863e-4
Whitfield,1-2,North Georgia Health District,0,30-34,2012,6795,0,0
Appling,9-2,Southeast Health District,0,30-34,2013,1115,0,0
Atkinson,9-2,Southeast Health District,0,30-34,2013,535,0,0
Bacon,9-2,Southeast Health District,0,30-34,2013,696,0,0
Baker,8-2,Southwest Health District,0,30-34,2013,173,0,0
Banks,2,North Health District,0,30-34,2013,1067,0,0
Ben Hill,8-1,South Health District,0,30-34,2013,1048,0,0
Berrien,8-1,South Health District,0,30-34,2013,1113,0,0
Bleckley,5-1,South Central Health District,0,30-34,2013,680,0,0
Brantley,9-2,Southeast Health District,0,30-34,2013,1033,0,0
Brooks,8-1,South Health District,0,30-34,2013,837,0,0
Bryan,9-1,Coastal Health District,0,30-34,2013,2362,0,0
Burke,6,East Central Health District,0,30-34,2013,1349,0,0
Butts,4,District 4 Health District,0,30-34,2013,1675,0,0
Calhoun,8-2,Southwest Health District,0,30-34,2013,568,0,0
Candler,9-2,Southeast Health District,0,30-34,2013,606,0,0
Charlton,9-2,Southeast Health District,0,30-34,2013,1031,0,0
Chattahoochee,7,West Central Health District,0,30-34,2013,1164,0,0
Chattooga,1-1,Northwest Georgia Health District,0,30-34,2013,1611,0,0
Clay,7,West Central Health District,0,30-34,2013,163,0,0
Clinch,9-2,Southeast Health District,0,30-34,2013,397,0,0
Cook,8-1,South Health District,0,30-34,2013,1064,0,0
Crawford,5-2,North Central Health District,0,30-34,2013,655,0,0
Crisp,7,West Central Health District,0,30-34,2013,1431,0,0
Dade,1-1,Northwest Georgia Health District,0,30-34,2013,886,0,0
Dawson,2,North Health District,0,30-34,2013,1249,0,0
Decatur,8-2,Southwest Health District,0,30-34,2013,1666,0,0
Dodge,5-1,South Central Health District,0,30-34,2013,1379,0,0
Dooly,7,West Central Health District,0,30-34,2013,1030,0,0
Early,8-2,Southwest Health District,0,30-34,2013,537,0,0
Echols,8-1,South Health District,0,30-34,2013,263,0,0
Elbert,10,Northeast Health District,0,30-34,2013,1094,0,0
Emanuel,6,East Central Health District,0,30-34,2013,1495,1,6.688963210702341e-4
Evans,9-2,Southeast Health District,0,30-34,2013,731,0,0
Fannin,1-2,North Georgia Health District,0,30-34,2013,1095,1,9.132420091324201e-4
Franklin,2,North Health District,0,30-34,2013,1200,0,0
Gilmer,1-2,North Georgia Health District,0,30-34,2013,1455,0,0
Glascock,6,East Central Health District,0,30-34,2013,167,0,0
Grady,8-2,Southwest Health District,0,30-34,2013,1541,0,0
Greene,10,Northeast Health District,0,30-34,2013,869,0,0
Hancock,5-2,North Central Health District,0,30-34,2013,560,0,0
Haralson,1-1,Northwest Georgia Health District,0,30-34,2013,1622,1,6.165228113440197e-4
Harris,7,West Central Health District,0,30-34,2013,1584,0,0
Hart,2,North Health District,0,30-34,2013,1367,0,0
Heard,4,District 4 Health District,0,30-34,2013,597,0,0
Irwin,8-1,South Health District,0,30-34,2013,633,0,0
Jasper,5-2,North Central Health District,0,30-34,2013,790,0,0
Jeff Davis,9-2,Southeast Health District,0,30-34,2013,891,0,0
Jefferson,6,East Central Health District,0,30-34,2013,955,0,0
Jenkins,6,East Central Health District,0,30-34,2013,628,0,0
Johnson,5-1,South Central Health District,0,30-34,2013,676,0,0
Jones,5-2,North Central Health District,0,30-34,2013,1712,0,0
Lamar,4,District 4 Health District,0,30-34,2013,1015,0,0
Lanier,8-1,South Health District,0,30-34,2013,799,0,0
Lee,8-2,Southwest Health District,0,30-34,2013,1967,0,0
Lincoln,6,East Central Health District,0,30-34,2013,331,0,0
Long,9-1,Coastal Health District,0,30-34,2013,1283,0,0
Lumpkin,2,North Health District,0,30-34,2013,1692,1,5.91016548463357e-4
McDuffie,6,East Central Health District,0,30-34,2013,1191,0,0
McIntosh,9-1,Coastal Health District,0,30-34,2013,636,0,0
Macon,7,West Central Health District,0,30-34,2013,991,0,0
Madison,10,Northeast Health District,0,30-34,2013,1673,2,0.001195457262402869
Marion,7,West Central Health District,0,30-34,2013,421,1,0.0023752969121140144
Meriwether,4,District 4 Health District,0,30-34,2013,1243,0,0
Miller,8-2,Southwest Health District,0,30-34,2013,310,0,0
Mitchell,8-2,Southwest Health District,0,30-34,2013,1557,0,0
Monroe,5-2,North Central Health District,0,30-34,2013,1522,1,6.57030223390276e-4
Montgomery,5-1,South Central Health District,0,30-34,2013,507,0,0
Morgan,10,Northeast Health District,0,30-34,2013,894,0,0
Oconee,10,Northeast Health District,0,30-34,2013,1686,0,0
Oglethorpe,10,Northeast Health District,0,30-34,2013,852,0,0
Peach,5-2,North Central Health District,0,30-34,2013,1625,0,0
Pickens,1-2,North Georgia Health District,0,30-34,2013,1531,0,0
Pierce,9-2,Southeast Health District,0,30-34,2013,1195,0,0
Pike,4,District 4 Health District,0,30-34,2013,963,0,0
Pulaski,5-1,South Central Health District,0,30-34,2013,731,0,0
Putnam,5-2,North Central Health District,0,30-34,2013,1180,0,0
Quitman,7,West Central Health District,0,30-34,2013,91,0,0
Rabun,2,North Health District,0,30-34,2013,699,0,0
Randolph,7,West Central Health District,0,30-34,2013,418,0,0
Schley,7,West Central Health District,0,30-34,2013,273,0,0
Screven,6,East Central Health District,0,30-34,2013,768,0,0
Seminole,8-2,Southwest Health District,0,30-34,2013,462,0,0
Stephens,2,North Health District,0,30-34,2013,1414,0,0
Stewart,7,West Central Health District,0,30-34,2013,580,0,0
Sumter,7,West Central Health District,0,30-34,2013,1934,0,0
Talbot,7,West Central Health District,0,30-34,2013,293,0,0
Taliaferro,6,East Central Health District,0,30-34,2013,76,0,0
Tattnall,9-2,Southeast Health District,0,30-34,2013,2046,0,0
Taylor,7,West Central Health District,0,30-34,2013,432,0,0
Telfair,5-1,South Central Health District,0,30-34,2013,1363,1,7.336757153338225e-4
Terrell,8-2,Southwest Health District,0,30-34,2013,518,0,0
Toombs,9-2,Southeast Health District,0,30-34,2013,1741,0,0
Towns,2,North Health District,0,30-34,2013,391,0,0
Treutlen,5-1,South Central Health District,0,30-34,2013,507,0,0
Turner,8-1,South Health District,0,30-34,2013,452,0,0
Twiggs,5-2,North Central Health District,0,30-34,2013,413,0,0
Union,2,North Health District,0,30-34,2013,885,0,0
Upson,4,District 4 Health District,0,30-34,2013,1472,0,0
Warren,6,East Central Health District,0,30-34,2013,261,0,0
Washington,5-2,North Central Health District,0,30-34,2013,1346,0,0
Wayne,9-2,Southeast Health District,0,30-34,2013,2017,0,0
Webster,7,West Central Health District,0,30-34,2013,136,0,0
Wheeler,5-1,South Central Health District,0,30-34,2013,673,0,0
White,2,North Health District,0,30-34,2013,1359,0,0
Wilcox,5-1,South Central Health District,0,30-34,2013,670,0,0
Wilkes,6,East Central Health District,0,30-34,2013,515,0,0
Wilkinson,5-2,North Central Health District,0,30-34,2013,563,0,0
Worth,8-2,Southwest Health District,0,30-34,2013,1154,0,0
Baldwin,5-2,North Central Health District,0,30-34,2013,2689,0,0
Barrow,10,Northeast Health District,0,30-34,2013,5602,0,0
Bartow,1-1,Northwest Georgia Health District,0,30-34,2013,6441,1,1.552553951249806e-4
Bibb,5-2,North Central Health District,1,30-34,2013,9908,1,1.0092854259184497e-4
Bulloch,9-2,Southeast Health District,0,30-34,2013,4096,0,0
Camden,9-1,Coastal Health District,0,30-34,2013,3528,1,2.834467120181406e-4
Carroll,4,District 4 Health District,0,30-34,2013,7250,0,0
Catoosa,1-1,Northwest Georgia Health District,0,30-34,2013,3986,1,2.508780732563974e-4
Chatham,9-1,Coastal Health District,0,30-34,2013,20918,0,0
Cherokee,1-2,North Georgia Health District,1,30-34,2013,14432,1,6.929046563192905e-5
Clarke,10,Northeast Health District,1,30-34,2013,8935,0,0
Clayton,3-3,Clayton County Health District,1,30-34,2013,19596,2,1.0206164523372117e-4
Cobb,3-1,Cobb/Douglas Health District,1,30-34,2013,51810,3,5.7903879559930515e-5
Coffee,9-2,Southeast Health District,0,30-34,2013,3002,0,0
Colquitt,8-2,Southwest Health District,0,30-34,2013,3081,1,3.245699448231094e-4
Columbia,6,East Central Health District,0,30-34,2013,9264,1,1.079447322970639e-4
Coweta,4,District 4 Health District,0,30-34,2013,8643,1,1.1570056693277797e-4
DeKalb,3-5,DeKalb Health District,1,30-34,2013,60806,2,3.289149097128573e-5
Dougherty,8-2,Southwest Health District,1,30-34,2013,6137,1,1.6294606485253382e-4
Douglas,3-1,Cobb/Douglas Health District,0,30-34,2013,8979,0,0
Effingham,9-1,Coastal Health District,0,30-34,2013,3644,0,0
Fayette,4,District 4 Health District,0,30-34,2013,4353,1,2.2972662531587412e-4
Floyd,1-1,Northwest Georgia Health District,1,30-34,2013,5888,1,1.6983695652173913e-4
Forsyth,2,North Health District,0,30-34,2013,11224,2,1.781895937277263e-4
Fulton,3-2,Fulton County Board of Health,1,30-34,2013,80103,6,7.490356166435714e-5
Glynn,9-1,Coastal Health District,1,30-34,2013,5042,0,0
Gordon,1-1,Northwest Georgia Health District,0,30-34,2013,3598,2,5.558643690939411e-4
Gwinnett,3-4,East Metro Health District,1,30-34,2013,61194,6,9.804882831650162e-5
Habersham,2,North Health District,0,30-34,2013,2657,0,0
Hall,2,North Health District,1,30-34,2013,12233,2,1.634921932477724e-4
Henry,4,District 4 Health District,0,30-34,2013,12716,2,1.5728216420257942e-4
Houston,5-2,North Central Health District,0,30-34,2013,10649,0,0
Jackson,10,Northeast Health District,0,30-34,2013,3912,2,5.112474437627812e-4
Laurens,5-1,South Central Health District,1,30-34,2013,2921,0,0
Liberty,9-1,Coastal Health District,0,30-34,2013,5166,1,1.9357336430507162e-4
Lowndes,8-1,South Health District,1,30-34,2013,7327,1,1.364815067558346e-4
Murray,1-2,North Georgia Health District,0,30-34,2013,2431,0,0
Muscogee,7,West Central Health District,1,30-34,2013,15494,1,6.454111268878275e-5
Newton,3-4,East Metro Health District,0,30-34,2013,6451,0,0
Paulding,1-1,Northwest Georgia Health District,0,30-34,2013,10011,0,0
Polk,1-1,Northwest Georgia Health District,0,30-34,2013,2626,1,3.808073115003808e-4
Richmond,6,East Central Health District,1,30-34,2013,14462,0,0
Rockdale,3-4,East Metro Health District,0,30-34,2013,4945,1,2.0222446916076846e-4
Spalding,4,District 4 Health District,0,30-34,2013,4173,0,0
Thomas,8-2,Southwest Health District,0,30-34,2013,2642,0,0
Tift,8-1,South Health District,0,30-34,2013,2600,0,0
Troup,4,District 4 Health District,1,30-34,2013,4394,0,0
Walker,1-1,Northwest Georgia Health District,0,30-34,2013,4203,2,4.758505829169641e-4
Walton,10,Northeast Health District,0,30-34,2013,5053,0,0
Ware,9-2,Southeast Health District,1,30-34,2013,2308,0,0
Whitfield,1-2,North Georgia Health District,0,30-34,2013,6849,0,0
Appling,9-2,Southeast Health District,0,30-34,2014,1115,0,0
Atkinson,9-2,Southeast Health District,0,30-34,2014,494,0,0
Bacon,9-2,Southeast Health District,0,30-34,2014,661,1,0.0015128593040847202
Baker,8-2,Southwest Health District,0,30-34,2014,185,0,0
Banks,2,North Health District,0,30-34,2014,991,0,0
Ben Hill,8-1,South Health District,0,30-34,2014,1088,0,0
Berrien,8-1,South Health District,0,30-34,2014,1053,0,0
Bleckley,5-1,South Central Health District,0,30-34,2014,695,0,0
Brantley,9-2,Southeast Health District,0,30-34,2014,1033,0,0
Brooks,8-1,South Health District,0,30-34,2014,895,0,0
Bryan,9-1,Coastal Health District,0,30-34,2014,2475,0,0
Burke,6,East Central Health District,0,30-34,2014,1377,0,0
Butts,4,District 4 Health District,0,30-34,2014,1643,0,0
Calhoun,8-2,Southwest Health District,0,30-34,2014,541,0,0
Candler,9-2,Southeast Health District,0,30-34,2014,597,0,0
Charlton,9-2,Southeast Health District,0,30-34,2014,977,0,0
Chattahoochee,7,West Central Health District,0,30-34,2014,1020,1,9.80392156862745e-4
Chattooga,1-1,Northwest Georgia Health District,0,30-34,2014,1586,0,0
Clay,7,West Central Health District,0,30-34,2014,166,0,0
Clinch,9-2,Southeast Health District,0,30-34,2014,398,0,0
Cook,8-1,South Health District,0,30-34,2014,1046,0,0
